illustrates,pos-1_NNP,pos-1_VBD,pos-1_VBN,pos1_POS,presented,presented argument,starkly,stratospheric,texture
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,1,0,1.0,1.0,1.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
