out,pos-2_NN,pos1_DT,pos1_NNS,pos2_RP,sort the,sorts Eagle,sorts things,switchboard,while
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,1,1,0,0,1.0,0.0,0.0,1.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,1,1,0.0,0.0,1.0,0.0,1.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,1,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
